"","lat","long","sand","clay","coarse","pH_in_H2O","LU","NPP","OC09","OC15","OC18","SOC09","uSOC09","SOC15","uSOC15","SOC18","uSOC18"
"21","40.0304","21.62402","24","23","12","8.13","CR","5.7965","15.5","10.3","11.8","3.91848449626004","0.391848449626004","2.75391928136339","0.275391928136339","3.10295016521747","0.275391928136339"
"22","39.94106","21.60776","61","12","16","6.29","CR","4.9815","15.2","16.3","17.1","3.91659512505","0.391659512505","4.15616953925099","0.415616953925099","4.32750648139772","0.415616953925099"
"23","40.7118","21.72623","76","11","9","8.27","CR","3.9295","4.6","4.9","4.8","1.41191362130866","0.141191362130866","1.49871830218348","0.149871830218348","1.46985062319863","0.149871830218348"
"24","40.39044","21.66639","48","18","12","6.66","C10","5.691","24.5","22.4","26.4","5.84981812093425","0.584981812093425","5.44743634361498","0.544743634361498","6.20340510469299","0.544743634361498"
"25","40.0744","21.56114","34","16","17","7.27","C10","5.7925","25.4","36.4","79.6","5.7653147184351","0.57653147184351","7.60742218700266","0.760742218700266","13.7870342419243","0.760742218700266"
"26","39.91356","21.53207","34","39","14","7.33","CR","6.5575","9.8","10.8","13.1","2.59616855634209","0.259616855634209","2.82954464316389","0.282954464316389","3.34784169861116","0.282954464316389"
"27","40.54162","21.62298","38","19","19","7.23","C10","5.0035","9.6","7.2","9.4","2.49990465574314","0.249990465574314","1.92408529639013","0.192408529639013","2.45302457714268","0.192408529639013"
"28","40.81219","21.64942","54","16","19","7.7","E20","3.189","49.8","22.6","24.1","9.75096677058906","0.975096677058906","5.28832429798832","0.528832429798832","5.5695194195709","0.528832429798832"
"29","40.66938","21.62301","49","18","15","8.26","CR","5.301","9.2","6.8","8.7","2.50209292568811","0.250209292568811","1.89901616841739","0.189901616841739","2.37901964232326","0.189901616841739"
"30","40.49078","21.58982","83","4","20","6.28","E10","5.2115","7.7","11","11.5","2.12313800267339","0.212313800267339","2.93501831160645","0.293501831160645","3.05362719164649","0.293501831160645"
"31","39.91905","21.48591","42","18","19","6.29","C10","4.189","16.1","14","36.7","3.94336270910823","0.394336270910823","3.49958093276068","0.349958093276068","7.62179407853802","0.349958093276068"
"32","40.52927","21.57309","34","16","4","7.64","CR","5.1005","10.9","12","11.5","3.08345845607552","0.308345845607552","3.35237569580234","0.335237569580234","3.23094931207452","0.335237569580234"
"33","40.20772","21.51458","11","43","26","8.06","CR","4.6985","14.5","13.9","14.4","3.27512267540123","0.327512267540123","3.15826914677539","0.315826914677539","3.25573929412522","0.315826914677539"
"34","40.81774","21.60262","55","17","13","8.16","CR","3.6245","2.3","2.7","4.5","0.690689797551158","0.0690689797551158","0.806916528388077","0.0806916528388077","1.31647659813555","0.0806916528388077"
"35","40.4963","21.54325","60","11","12","5.13","CR","5.5745","7","6.5","7.7","2.01974583254131","0.201974583254131","1.88610873730682","0.188610873730682","2.20436495589792","0.188610873730682"
"36","40.17436","21.48447","28","15","18","5.7","E30","5.603","13.6","10.3","18.3","3.40133951012279","0.340133951012279","2.66584352736749","0.266584352736749","4.37161909849463","0.266584352736749"
"37","40.5169","21.52323","62","7","14","6.45","E10","5.888","13.7","9.9","22.8","3.64684704548551","0.364684704548551","2.7401372981854","0.27401372981854","5.5803054778762","0.27401372981854"
"38","40.21592","21.44479","84","6","26","6.57","CR","4.9495","11.1","11.3","8.8","2.81431623065734","0.281431623065734","2.85974993418946","0.285974993418946","2.27986522854211","0.285974993418946"
"39","40.84384","21.53573","53","17","18","5.33","C10","4.643","12.5","9.5","10.2","3.2277172436133","0.32277172436133","2.52985270916401","0.252985270916401","2.69645831738871","0.252985270916401"
"40","40.57599","21.48643","61","7","13","5.41","E20","6.4395","9","6.6","18.4","2.53072402513771","0.253072402513771","1.90554528108904","0.190554528108904","4.70814618336164","0.190554528108904"
"41","40.25439","21.42805","42","22","30","7.93","C10","5.8985","11.5","36.7","26.6","2.68874624564524","0.268874624564524","7.06177541676186","0.706177541676186","5.47910677393358","0.706177541676186"
"42","40.1141","21.37921","51","18","14","8.27","E30","5.5855","10.6","7.6","15.6","2.86466027460577","0.286466027460577","2.12226340101313","0.212226340101313","4.00514649685989","0.212226340101313"
"43","40.36702","21.40094","65","10","23","7.72","E30","6.287","5.9","2.5","4.2","1.58901767498435","0.158901767498435","0.698233806863977","0.0698233806863977","1.15167047724022","0.0698233806863977"
"44","40.17044","21.36561","63","15","23","7.26","C10","6.008","19.1","18","18","4.51580071400793","0.451580071400793","4.29648894750862","0.429648894750862","4.29648894750862","0.429648894750862"
"45","39.93801","21.32427","50","18","22","8.22","C10","6.356","9.4","7","9.7","2.42209179400628","0.242209179400628","1.84937010135643","0.184937010135643","2.49173971504553","0.184937010135643"
"46","40.83382","21.46213","23","45","28","5.66","E30","5.157","13.4","15.7","20","3.03881030939291","0.303881030939291","3.48303357264309","0.348303357264309","4.26693420440554","0.348303357264309"
"47","40.08373","21.32653","35","23","19","8.11","CR","4.7925","13.1","10.3","13.4","3.27296905423786","0.327296905423786","2.64898541566094","0.264898541566094","3.33779628246624","0.264898541566094"
"48","40.26526","21.33512","30","13","7","8.35","CR","4.997","9.7","2","5.9","2.72822080766547","0.272822080766547","0.617979043249148","0.0617979043249148","1.73593975527751","0.0617979043249148"
"49","40.87538","21.42189","41","19","14","6.29","CR","5.349","11.8","7.4","7.1","3.11872633812848","0.311872633812848","2.05235797853636","0.205235797853636","1.97586380620848","0.205235797853636"
"50","40.84239","21.39188","66","7","22","5.42","CR","6.247","7.3","5.9","6.8","1.95892614927387","0.195892614927387","1.60645784196684","0.160645784196684","1.83420420908111","0.160645784196684"
"51","40.30635","21.29518","56","15","12","7.82","E10","5.003","10.6","18.2","20.7","2.92232159243789","0.292232159243789","4.64680305849093","0.464680305849093","5.16399967459028","0.464680305849093"
"52","40.19909","21.27606","59","11","10","7.85","C10","6.406","6.1","21.2","11.7","1.80164950731708","0.180164950731708","5.35967148859747","0.535967148859747","3.24729396123133","0.535967148859747"
"53","40.40108","21.26463","22","36","12","7.73","CR","4.9505","11","11.9","11.6","2.88723954189949","0.288723954189949","3.09227166380422","0.309227166380422","3.02437179481554","0.309227166380422"
"54","40.38589","21.23816","75","9","10","7.01","C10","5.613","5.8","8.7","20.7","1.74406019687873","0.174406019687873","2.53249224306109","0.253249224306109","5.34813914359006","0.253249224306109"
"55","40.57265","21.20012","62","11","22","6.23","C20","6.611","13.4","17.8","20.75","3.36664244348664","0.336664244348664","4.29575242827207","0.429575242827207","4.88215468530371","0.429575242827207"
"56","40.50114","21.1875","38","18","12","5.43","CR","4.85","10.1","7.3","14.5","2.74996206238156","0.274996206238156","2.05136599927073","0.205136599927073","3.76687293394734","0.205136599927073"
